,"SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,DATE"
11940,"4SPX,C,02 03 2025,04943 100,611.5118,6,04/01/2024"
11941,"4SPX,C,02 03 2025,04958 600,599.7229,13,04/01/2024"
11942,"4SPX,C,02 03 2025,04973 100,588.7687,6,04/01/2024"
11943,"4SPX,C,02 03 2025,05146 900,462.8687,13,04/01/2024"
11944,"4SPX,C,02 03 2025,05674 900,167.6302,1,04/01/2024"
11945,"4SPX,C,02 03 2025,05724 900,148.4133,1,04/01/2024"
11946,"4SPX,C,02 04 2025,03259 110,2106.474,122,04/01/2024"
11947,"4SPX,P,02 04 2025,03259 110,18.3145,122,04/01/2024"
11948,"4SPX,C,02 04 2025,03259 810,2105.817,608,04/01/2024"
11949,"4SPX,P,02 04 2025,03259 810,18.3277,608,04/01/2024"
11950,"4SPX,C,02 04 2025,04943 100,612.3489,9,04/01/2024"
11951,"4SPX,C,02 04 2025,04958 600,600.5609,20,04/01/2024"
11952,"4SPX,C,02 04 2025,04973 100,589.6113,9,04/01/2024"
11953,"4SPX,C,02 04 2025,05135 600,471.6128,20,04/01/2024"
11954,"4SPX,C,02 04 2025,05674 900,168.3865,1,04/01/2024"
11955,"4SPX,C,02 04 2025,05724 900,149.1181,1,04/01/2024"
11956,"4SPX,P,02 05 2025,04245 800,54.9891,15,04/01/2024"
11957,"4SPX,C,02 05 2025,04927 300,625.3461,32,04/01/2024"
11958,"4SPX,C,02 05 2025,04942 800,613.4154,18,04/01/2024"
11959,"4SPX,C,02 05 2025,04957 300,602.3819,32,04/01/2024"
11960,"4SPX,C,02 05 2025,04995 060,573.9662,15,04/01/2024"
11961,"4SPX,C,02 05 2025,05219 700,415.4469,18,04/01/2024"
11962,"4SPX,C,02 05 2025,05569 490,215.1899,15,04/01/2024"
11963,"4SPX,C,02 05 2025,05656 700,176.6629,2,04/01/2024"
11964,"4SPX,C,02 05 2025,05706 700,156.3994,2,04/01/2024"
11965,"4SPX,C,02 06 2025,03324 420,2045.941,299,04/01/2024"
11966,"4SPX,P,02 06 2025,03324 420,19.7962,299,04/01/2024"
11967,"4SPX,C,02 06 2025,03325 330,2045.088,135,04/01/2024"
11968,"4SPX,P,02 06 2025,03325 330,19.815,135,04/01/2024"
11969,"4SPX,C,02 06 2025,04478 030,994.9684,11,04/01/2024"
11970,"4SPX,C,02 06 2025,04599 830,891.0834,11,04/01/2024"
11971,"4SPX,C,02 06 2025,04938 700,617.3997,13,04/01/2024"
11972,"4SPX,C,02 06 2025,04954 200,605.565,15,04/01/2024"
11973,"4SPX,C,02 06 2025,04954 230,605.5422,870,04/01/2024"
11974,"4SPX,C,02 06 2025,04968 700,594.6075,13,04/01/2024"
11975,"4SPX,C,02 06 2025,05051 830,533.0441,169,04/01/2024"
11976,"4SPX,C,02 06 2025,05064 210,524.0463,137,04/01/2024"
11977,"4SPX,C,02 06 2025,05104 340,495.3698,105,04/01/2024"
11978,"4SPX,C,02 06 2025,05104 920,494.9582,2,04/01/2024"
11979,"4SPX,C,02 06 2025,05165 780,452.539,118,04/01/2024"
11980,"4SPX,C,02 06 2025,05226 500,411.8721,15,04/01/2024"
11981,"4SPX,C,02 06 2025,05255 940,392.8445,120,04/01/2024"
11982,"4SPX,C,02 06 2025,05349 080,334.2572,85,04/01/2024"
11983,"4SPX,C,02 06 2025,05459 070,271.6791,132,04/01/2024"
11984,"4SPX,C,02 06 2025,05498 650,251.0286,2,04/01/2024"
11985,"4SPX,C,02 06 2025,05669 900,171.9477,2,04/01/2024"
11986,"4SPX,C,02 06 2025,05719 900,152.2972,2,04/01/2024"
11987,"4SPX,C,02 07 2025,03306 840,2062.774,150,04/01/2024"
11988,"4SPX,P,02 07 2025,03306 840,19.5216,150,04/01/2024"
11989,"4SPX,C,02 07 2025,04940 000,617.2344,375,04/01/2024"
11990,"4SPX,C,02 07 2025,04980 000,586.9433,9,04/01/2024"
11991,"4SPX,C,02 07 2025,04987 600,581.2407,21,04/01/2024"
11992,"4SPX,C,02 07 2025,04994 800,575.8526,2,04/01/2024"
11993,"4SPX,C,02 07 2025,04995 060,575.6583,57,04/01/2024"
11994,"4SPX,C,02 07 2025,04996 800,574.3584,34,04/01/2024"
11995,"4SPX,C,02 07 2025,04997 910,573.5316,12,04/01/2024"
11996,"4SPX,C,02 07 2025,05000 000,571.976,200,04/01/2024"
11997,"4SPX,C,02 07 2025,05007 500,566.4009,22,04/01/2024"
11998,"4SPX,C,02 07 2025,05017 600,558.9177,21,04/01/2024"
11999,"4SPX,C,02 07 2025,05024 800,553.6099,2,04/01/2024"
12000,"4SPX,C,02 07 2025,05026 610,552.2843,63,04/01/2024"
12001,"4SPX,C,02 07 2025,05082 970,511.4209,26,04/01/2024"
12002,"4SPX,C,02 07 2025,05100 000,499.3138,100,04/01/2024"
12003,"4SPX,C,02 07 2025,05130 000,478.1345,8,04/01/2024"
12004,"4SPX,C,02 07 2025,05140 420,470.8532,17,04/01/2024"
12005,"4SPX,C,02 07 2025,05177 410,445.4832,9,04/01/2024"
12006,"4SPX,C,02 07 2025,05200 000,430.2052,125,04/01/2024"
12007,"4SPX,C,02 07 2025,05201 320,429.3281,1,04/01/2024"
12008,"4SPX,C,02 07 2025,05208 400,424.6347,34,04/01/2024"
12009,"4SPX,C,02 07 2025,05221 200,416.1976,22,04/01/2024"
12010,"4SPX,C,02 07 2025,05244 810,400.9185,1,04/01/2024"
12011,"4SPX,C,02 07 2025,05250 320,397.3536,6,04/01/2024"
12012,"4SPX,C,02 07 2025,05256 300,393.4846,12,04/01/2024"
12013,"4SPX,C,02 07 2025,05290 000,371.8011,250,04/01/2024"
12014,"4SPX,C,02 07 2025,05310 000,359.0921,5,04/01/2024"
12015,"4SPX,C,02 07 2025,05378 930,317.4984,1,04/01/2024"
12016,"4SPX,C,02 07 2025,05385 220,313.8322,3,04/01/2024"
12017,"4SPX,C,02 07 2025,05406 480,301.4944,30,04/01/2024"
12018,"4SPX,C,02 07 2025,05440 000,282.7262,100,04/01/2024"
12019,"4SPX,C,02 07 2025,05516 180,242.9366,3,04/01/2024"
12020,"4SPX,C,02 07 2025,05520 000,241.0112,6,04/01/2024"
12021,"4SPX,C,02 07 2025,05535 190,233.3637,3,04/01/2024"
12022,"4SPX,C,02 07 2025,05584 220,209.9291,10,04/01/2024"
12023,"4SPX,C,02 07 2025,05597 660,203.7695,2,04/01/2024"
12024,"4SPX,C,02 07 2025,05631 740,188.7374,3,04/01/2024"
12025,"4SPX,C,02 07 2025,05682 620,167.4489,5,04/01/2024"
12026,"4SPX,C,02 07 2025,05726 100,150.7985,5,04/01/2024"
12027,"4SPX,C,02 07 2025,05776 100,133.1845,5,04/01/2024"
12028,"4SPX,C,02 10 2025,05011 100,566.268,4,04/01/2024"
12029,"4SPX,C,02 10 2025,05026 600,554.8288,11,04/01/2024"
12030,"4SPX,C,02 10 2025,05026 610,554.8215,69,04/01/2024"
12031,"4SPX,C,02 10 2025,05041 100,544.2508,4,04/01/2024"
12032,"4SPX,C,02 10 2025,05069 760,523.453,50,04/01/2024"
12033,"4SPX,C,02 10 2025,05177 410,448.0798,21,04/01/2024"
12034,"4SPX,C,02 10 2025,05226 920,415.0549,50,04/01/2024"
12035,"4SPX,C,02 10 2025,05246 030,402.7257,11,04/01/2024"
12036,"4SPX,C,02 10 2025,05250 300,399.9725,11,04/01/2024"
12037,"4SPX,C,02 10 2025,05277 940,382.1507,4,04/01/2024"
12038,"4SPX,C,02 10 2025,05403 610,305.7399,24,04/01/2024"
12039,"4SPX,C,02 10 2025,05604 670,202.9756,3,04/01/2024"
12040,"4SPX,C,02 10 2025,05633 360,190.3452,3,04/01/2024"
12041,"4SPX,C,02 10 2025,05680 070,170.7553,3,04/01/2024"
12042,"4SPX,C,02 10 2025,05753 100,143.2919,4,04/01/2024"
12043,"4SPX,C,02 10 2025,05803 100,126.0408,4,04/01/2024"
12044,"4SPX,C,02 11 2025,05011 100,567.1122,11,04/01/2024"
12045,"4SPX,C,02 11 2025,05026 600,555.6728,16,04/01/2024"
12046,"4SPX,C,02 11 2025,05041 100,545.097,11,04/01/2024"
12047,"4SPX,C,02 11 2025,05236 100,409.9737,16,04/01/2024"
12048,"4SPX,C,02 11 2025,05753 100,143.9803,2,04/01/2024"
12049,"4SPX,C,02 11 2025,05803 100,126.6979,2,04/01/2024"
12050,"4SPX,C,02 12 2025,05006 300,571.5134,9,04/01/2024"
12051,"4SPX,C,02 12 2025,05021 800,560.0478,28,04/01/2024"
12052,"4SPX,C,02 12 2025,05021 840,560.0184,4,04/01/2024"
12053,"4SPX,C,02 12 2025,05036 300,549.4357,9,04/01/2024"
12054,"4SPX,C,02 12 2025,05176 170,450.6526,3,04/01/2024"
12055,"4SPX,C,02 12 2025,05317 700,358.5989,24,04/01/2024"
12056,"4SPX,C,02 12 2025,05319 000,357.7826,4,04/01/2024"
12057,"4SPX,C,02 12 2025,05575 270,218.0829,1,04/01/2024"
12058,"4SPX,C,02 12 2025,05747 600,146.6092,1,04/01/2024"
12059,"4SPX,C,02 12 2025,05797 600,129.1854,1,04/01/2024"
12060,"4SPX,C,02 13 2025,04903 830,649.9844,35,04/01/2024"
12061,"4SPX,C,02 13 2025,04937 700,623.9811,11,04/01/2024"
12062,"4SPX,C,02 13 2025,04953 170,612.1627,30,04/01/2024"
12063,"4SPX,C,02 13 2025,04953 600,611.8377,25,04/01/2024"
12064,"4SPX,C,02 13 2025,04967 700,601.2082,11,04/01/2024"
12065,"4SPX,C,02 13 2025,04973 480,596.8658,2,04/01/2024"
12066,"4SPX,C,02 13 2025,05046 160,543.1121,3,04/01/2024"
12067,"4SPX,C,02 13 2025,05219 100,422.7536,25,04/01/2024"
12068,"4SPX,C,02 13 2025,05234 180,412.9336,10,04/01/2024"
12069,"4SPX,C,02 13 2025,05398 890,311.0423,2,04/01/2024"
12070,"4SPX,C,02 13 2025,05668 600,177.7317,1,04/01/2024"
12071,"4SPX,C,02 13 2025,05718 600,157.7354,1,04/01/2024"
12072,"4SPX,C,02 14 2025,04950 000,615.3983,75,04/01/2024"
12073,"4SPX,C,02 14 2025,04991 600,584.1334,34,04/01/2024"
12074,"4SPX,C,02 14 2025,04993 000,583.0885,1,04/01/2024"
12075,"4SPX,C,02 14 2025,05000 620,577.4108,143,04/01/2024"
12076,"4SPX,C,02 14 2025,05005 570,573.7376,4,04/01/2024"
12077,"4SPX,C,02 14 2025,05007 800,572.0842,65,04/01/2024"
12078,"4SPX,C,02 14 2025,05020 000,563.063,431,04/01/2024"
12079,"4SPX,C,02 14 2025,05021 600,561.8828,34,04/01/2024"
12080,"4SPX,C,02 14 2025,05023 000,560.8509,1,04/01/2024"
12081,"4SPX,C,02 14 2025,05029 730,555.9131,134,04/01/2024"
12082,"4SPX,C,02 14 2025,05070 130,526.5957,8,04/01/2024"
12083,"4SPX,C,02 14 2025,05080 030,519.4886,33,04/01/2024"
12084,"4SPX,C,02 14 2025,05127 640,485.8161,48,04/01/2024"
12085,"4SPX,C,02 14 2025,05140 000,477.1905,100,04/01/2024"
12086,"4SPX,C,02 14 2025,05150 640,469.8054,1,04/01/2024"
12087,"4SPX,C,02 14 2025,05155 710,466.3223,2,04/01/2024"
12088,"4SPX,C,02 14 2025,05160 000,463.386,6,04/01/2024"
12089,"4SPX,C,02 14 2025,05244 370,407.236,1,04/01/2024"
12090,"4SPX,C,02 14 2025,05251 400,402.7018,65,04/01/2024"
12091,"4SPX,C,02 14 2025,05260 000,397.1549,150,04/01/2024"
12092,"4SPX,C,02 14 2025,05265 650,393.5108,18,04/01/2024"
12093,"4SPX,C,02 14 2025,05274 650,387.729,26,04/01/2024"
12094,"4SPX,C,02 14 2025,05330 000,352.6819,7,04/01/2024"
12095,"4SPX,C,02 14 2025,05336 540,348.71,33,04/01/2024"
12096,"4SPX,C,02 14 2025,05360 000,334.6389,200,04/01/2024"
12097,"4SPX,C,02 14 2025,05380 170,322.7647,42,04/01/2024"
12098,"4SPX,C,02 14 2025,05482 410,266.1508,129,04/01/2024"
12099,"4SPX,C,02 14 2025,05490 000,262.1929,50,04/01/2024"
12100,"4SPX,C,02 14 2025,05540 000,236.7112,7,04/01/2024"
12101,"4SPX,C,02 14 2025,05580 930,217.0227,4,04/01/2024"
12102,"4SPX,C,02 14 2025,05623 720,197.6406,2,04/01/2024"
12103,"4SPX,C,02 14 2025,05730 600,154.078,7,04/01/2024"
12104,"4SPX,C,02 14 2025,05780 600,136.3402,7,04/01/2024"
12105,"4SPX,C,02 18 2025,04990 100,588.597,11,04/01/2024"
12106,"4SPX,C,02 18 2025,05005 600,577.0709,14,04/01/2024"
12107,"4SPX,C,02 18 2025,05020 100,566.3535,11,04/01/2024"
12108,"4SPX,C,02 18 2025,05221 200,425.6588,14,04/01/2024"
12109,"4SPX,C,02 18 2025,05728 900,157.4771,3,04/01/2024"
12110,"4SPX,C,02 18 2025,05778 900,139.6149,3,04/01/2024"
12111,"4SPX,C,02 19 2025,03345 370,2031.085,296,04/01/2024"
12112,"4SPX,P,02 19 2025,03345 370,21.4166,296,04/01/2024"
12113,"4SPX,C,02 19 2025,03346 000,2030.497,297,04/01/2024"
12114,"4SPX,P,02 19 2025,03346 000,21.4308,297,04/01/2024"
12115,"4SPX,C,02 19 2025,04990 100,589.4308,20,04/01/2024"
12116,"4SPX,C,02 19 2025,05005 600,577.9078,15,04/01/2024"
12117,"4SPX,C,02 19 2025,05020 100,567.1925,20,04/01/2024"
12118,"4SPX,C,02 19 2025,05277 700,390.0767,13,04/01/2024"
12119,"4SPX,C,02 19 2025,05286 300,384.5576,2,04/01/2024"
12120,"4SPX,C,02 19 2025,05728 900,158.1733,3,04/01/2024"
12121,"4SPX,C,02 19 2025,05778 900,140.2857,3,04/01/2024"
12122,"4SPX,C,02 20 2025,04369 710,1098.447,9,04/01/2024"
12123,"4SPX,C,02 20 2025,04483 760,999.7037,9,04/01/2024"
12124,"4SPX,C,02 20 2025,04960 000,612.7951,4,04/01/2024"
12125,"4SPX,C,02 20 2025,04975 500,601.169,15,04/01/2024"
12126,"4SPX,C,02 20 2025,04975 510,601.1616,630,04/01/2024"
12127,"4SPX,C,02 20 2025,04990 000,590.3382,4,04/01/2024"
12128,"4SPX,C,02 20 2025,05084 970,521.0546,125,04/01/2024"
12129,"4SPX,C,02 20 2025,05127 260,491.2109,102,04/01/2024"
12130,"4SPX,C,02 20 2025,05182 990,452.8795,117,04/01/2024"
12131,"4SPX,C,02 20 2025,05217 320,429.8986,214,04/01/2024"
12132,"4SPX,C,02 20 2025,05226 200,424.1028,15,04/01/2024"
12133,"4SPX,C,02 20 2025,05284 990,386.257,72,04/01/2024"
12134,"4SPX,C,02 21 2025,00050 060,5160.048,12,04/01/2024"
12135,"4SPX,P,02 21 2025,04254 730,59.1411,12,04/01/2024"
12136,"4SPX,C,02 21 2025,04981 800,597.2901,680,04/01/2024"
12137,"4SPX,C,02 21 2025,04990 000,591.1702,425,04/01/2024"
12138,"4SPX,P,02 21 2025,05005 570,156.2864,12,04/01/2024"
12139,"4SPX,C,02 21 2025,05030 000,561.589,6,04/01/2024"
12140,"4SPX,C,02 21 2025,05040 000,554.3107,36,04/01/2024"
12141,"4SPX,C,02 21 2025,05047 100,549.1622,58,04/01/2024"
12142,"4SPX,C,02 21 2025,05070 000,532.6192,36,04/01/2024"
12143,"4SPX,C,02 21 2025,05083 930,522.6387,42,04/01/2024"
12144,"4SPX,C,02 21 2025,05087 030,520.4352,18,04/01/2024"
12145,"4SPX,C,02 21 2025,05088 800,519.1784,45,04/01/2024"
12146,"4SPX,C,02 21 2025,05090 000,518.3269,125,04/01/2024"
12147,"4SPX,C,02 21 2025,05112 820,502.2017,45,04/01/2024"
12148,"4SPX,C,02 21 2025,05119 080,497.7981,2,04/01/2024"
12149,"4SPX,C,02 21 2025,05120 000,497.1519,50,04/01/2024"
12150,"4SPX,C,02 21 2025,05132 250,488.5762,134,04/01/2024"
12151,"4SPX,C,02 21 2025,05143 210,480.9559,142,04/01/2024"
12152,"4SPX,C,02 21 2025,05168 120,463.8375,81,04/01/2024"
12153,"4SPX,C,02 21 2025,05181 070,455.0429,9,04/01/2024"
12154,"4SPX,C,02 21 2025,05195 520,445.2308,55,04/01/2024"
12155,"4SPX,C,02 21 2025,05200 000,442.2033,6,04/01/2024"
12156,"4SPX,C,02 21 2025,05229 890,422.5557,18,04/01/2024"
12157,"4SPX,C,02 21 2025,05230 000,422.484,150,04/01/2024"
12158,"4SPX,C,02 21 2025,05241 470,415.0718,5,04/01/2024"
12159,"4SPX,C,02 21 2025,05277 220,392.0964,69,04/01/2024"
12160,"4SPX,C,02 21 2025,05286 900,385.8907,58,04/01/2024"
12161,"4SPX,C,02 21 2025,05302 690,375.8205,1,04/01/2024"
12162,"4SPX,C,02 21 2025,05317 290,366.6289,6,04/01/2024"
12163,"4SPX,C,02 21 2025,05322 060,363.6438,11,04/01/2024"
12164,"4SPX,C,02 21 2025,05330 000,358.6955,250,04/01/2024"
12165,"4SPX,C,02 21 2025,05356 460,342.7047,1,04/01/2024"
12166,"4SPX,C,02 21 2025,05390 000,322.9677,5,04/01/2024"
12167,"4SPX,C,02 21 2025,05405 250,314.1405,65,04/01/2024"
12168,"4SPX,C,02 21 2025,05450 000,289.0858,100,04/01/2024"
12169,"4SPX,C,02 21 2025,05475 810,275.4343,16,04/01/2024"
12170,"4SPX,C,02 21 2025,05479 140,273.6968,8,04/01/2024"
12171,"4SPX,C,02 21 2025,05553 730,235.5463,1,04/01/2024"
12172,"4SPX,C,02 21 2025,05580 000,222.9958,5,04/01/2024"
12173,"4SPX,C,02 21 2025,05583 020,221.5768,2,04/01/2024"
12174,"4SPX,C,02 21 2025,05584 960,220.6674,1,04/01/2024"
12175,"4SPX,C,02 21 2025,05644 770,193.7941,7,04/01/2024"
12176,"4SPX,C,02 21 2025,05653 420,190.0723,4,04/01/2024"
12177,"4SPX,C,02 21 2025,05699 340,171.0044,12,04/01/2024"
12178,"4SPX,C,02 21 2025,05716 810,164.1051,4,04/01/2024"
12179,"4SPX,C,02 21 2025,05750 340,151.8054,9,04/01/2024"
12180,"4SPX,C,02 21 2025,05795 500,135.8545,7,04/01/2024"
12181,"4SPX,C,02 21 2025,05845 500,119.6518,7,04/01/2024"
12182,"4SPX,C,02 24 2025,05073 300,532.7049,14,04/01/2024"
12183,"4SPX,C,02 24 2025,05088 800,521.6393,70,04/01/2024"
12184,"4SPX,C,02 24 2025,05103 300,511.3846,14,04/01/2024"
12185,"4SPX,C,02 24 2025,05241 700,417.4098,17,04/01/2024"
12186,"4SPX,C,02 24 2025,05308 700,374.5299,16,04/01/2024"
12187,"4SPX,C,02 24 2025,05310 170,373.6048,10,04/01/2024"
12188,"4SPX,C,02 24 2025,05343 240,353.1408,3,04/01/2024"
12189,"4SPX,C,02 24 2025,05470 150,280.8268,13,04/01/2024"
12190,"4SPX,C,02 24 2025,05572 240,228.9896,1,04/01/2024"
12191,"4SPX,C,02 24 2025,05666 910,186.5849,3,04/01/2024"
12192,"4SPX,C,02 24 2025,05712 180,167.9833,1,04/01/2024"
12193,"4SPX,C,02 24 2025,05750 340,153.8197,5,04/01/2024"
12194,"4SPX,C,02 24 2025,05890 290,108.5171,1,04/01/2024"
12195,"4SPX,C,02 25 2025,05073 300,533.5229,20,04/01/2024"
12196,"4SPX,C,02 25 2025,05088 800,522.4579,41,04/01/2024"
12197,"4SPX,C,02 25 2025,05103 300,512.2047,20,04/01/2024"
12198,"4SPX,C,02 25 2025,05241 960,418.0694,10,04/01/2024"
12199,"4SPX,C,02 25 2025,05289 900,387.3095,23,04/01/2024"
12200,"4SPX,C,02 25 2025,05312 730,372.8282,6,04/01/2024"
12201,"4SPX,C,02 25 2025,05346 250,352.1521,1,04/01/2024"
12202,"4SPX,C,02 25 2025,05470 460,281.4712,1,04/01/2024"
12203,"4SPX,C,02 25 2025,05824 600,128.6727,3,04/01/2024"
12204,"4SPX,C,02 25 2025,05874 600,113.5169,3,04/01/2024"
12205,"4SPX,C,02 26 2025,05018 700,573.9555,32,04/01/2024"
12206,"4SPX,C,02 26 2025,05054 000,548.2412,16,04/01/2024"
12207,"4SPX,C,02 26 2025,05069 500,537.0694,14,04/01/2024"
12208,"4SPX,C,02 26 2025,05069 530,537.0479,33,04/01/2024"
12209,"4SPX,C,02 26 2025,05070 800,536.1352,3,04/01/2024"
12210,"4SPX,C,02 26 2025,05084 000,526.6835,16,04/01/2024"
12211,"4SPX,C,02 26 2025,05219 430,433.4912,1,04/01/2024"
12212,"4SPX,C,02 26 2025,05354 200,348.1961,14,04/01/2024"
12213,"4SPX,C,02 26 2025,05365 000,341.7648,3,04/01/2024"
12214,"4SPX,C,02 26 2025,05427 050,305.629,1,04/01/2024"
12215,"4SPX,C,02 26 2025,05462 380,286.5402,2,04/01/2024"
12216,"4SPX,C,02 26 2025,05650 610,194.9607,1,04/01/2024"
12217,"4SPX,C,02 26 2025,05802 500,136.6857,1,04/01/2024"
12218,"4SPX,C,02 26 2025,05852 500,120.5853,1,04/01/2024"
12219,"4SPX,C,02 27 2025,02963 160,2391.574,82,04/01/2024"
12220,"4SPX,P,02 27 2025,02963 160,14.8203,82,04/01/2024"
12221,"4SPX,C,02 27 2025,05061 800,543.4267,12,04/01/2024"
12222,"4SPX,C,02 27 2025,05062 700,542.7781,11,04/01/2024"
12223,"4SPX,C,02 27 2025,05078 180,531.6581,94,04/01/2024"
12224,"4SPX,C,02 27 2025,05078 200,531.6438,19,04/01/2024"
12225,"4SPX,C,02 27 2025,05091 800,521.9666,12,04/01/2024"
12226,"4SPX,C,02 27 2025,05092 700,521.3294,11,04/01/2024"
12227,"4SPX,C,02 27 2025,05104 590,512.9337,3,04/01/2024"
12228,"4SPX,C,02 27 2025,05230 820,426.9155,18,04/01/2024"
12229,"4SPX,C,02 27 2025,05320 950,369.3448,1,04/01/2024"
12230,"4SPX,C,02 27 2025,05331 700,362.6568,19,04/01/2024"
12231,"4SPX,C,02 27 2025,05459 990,288.6144,37,04/01/2024"
12232,"4SPX,C,02 27 2025,05470 850,282.8778,10,04/01/2024"
12233,"4SPX,C,02 27 2025,05635 450,202.3259,8,04/01/2024"
12234,"4SPX,C,02 27 2025,05635 650,202.2371,4,04/01/2024"
12235,"4SPX,C,02 27 2025,05660 880,191.3089,3,04/01/2024"
12236,"4SPX,C,02 27 2025,05730 170,163.213,13,04/01/2024"
12237,"4SPX,C,02 27 2025,05803 700,136.9182,1,04/01/2024"
12238,"4SPX,C,02 27 2025,05853 700,120.8285,1,04/01/2024"
12239,"4SPX,C,02 28 2025,03825 000,1591.013,136,04/01/2024"
12240,"4SPX,C,02 28 2025,05069 760,538.5123,208,04/01/2024"
12241,"4SPX,C,02 28 2025,05080 000,531.172,500,04/01/2024"
12242,"4SPX,C,02 28 2025,05090 000,524.0581,6,04/01/2024"
12243,"4SPX,C,02 28 2025,05104 800,513.6036,36,04/01/2024"
12244,"4SPX,C,02 28 2025,05116 600,505.3033,1,04/01/2024"
12245,"4SPX,C,02 28 2025,05122 300,501.3066,55,04/01/2024"
12246,"4SPX,C,02 28 2025,05134 800,492.5789,36,04/01/2024"
12247,"4SPX,C,02 28 2025,05137 080,490.9954,117,04/01/2024"
12248,"4SPX,C,02 28 2025,05138 710,489.8643,53,04/01/2024"
12249,"4SPX,C,02 28 2025,05140 000,488.9698,75,04/01/2024"
12250,"4SPX,C,02 28 2025,05146 600,484.4014,1,04/01/2024"
12251,"4SPX,C,02 28 2025,05160 000,475.1736,45,04/01/2024"
12252,"4SPX,C,02 28 2025,05194 480,451.7391,17,04/01/2024"
12253,"4SPX,C,02 28 2025,05220 000,434.7608,100,04/01/2024"
12254,"4SPX,C,02 28 2025,05223 710,432.3481,12,04/01/2024"
12255,"4SPX,C,02 28 2025,05240 000,421.8064,6,04/01/2024"
12256,"4SPX,C,02 28 2025,05291 310,388.9023,33,04/01/2024"
12257,"4SPX,C,02 28 2025,05298 020,384.6216,1,04/01/2024"
12258,"4SPX,C,02 28 2025,05306 290,379.3692,7,04/01/2024"
12259,"4SPX,C,02 28 2025,05311 590,376.0339,15,04/01/2024"
12260,"4SPX,C,02 28 2025,05320 000,370.7683,125,04/01/2024"
12261,"4SPX,C,02 28 2025,05359 000,346.9727,55,04/01/2024"
12262,"4SPX,C,02 28 2025,05363 790,344.1269,20,04/01/2024"
12263,"4SPX,C,02 28 2025,05394 680,325.997,7,04/01/2024"
12264,"4SPX,C,02 28 2025,05415 000,314.2283,7,04/01/2024"
12265,"4SPX,C,02 28 2025,05420 000,311.3325,275,04/01/2024"
12266,"4SPX,C,02 28 2025,05452 420,293.4454,16,04/01/2024"
12267,"4SPX,C,02 28 2025,05461 770,288.4752,14,04/01/2024"
12268,"4SPX,C,02 28 2025,05525 480,255.3699,25,04/01/2024"
12269,"4SPX,C,02 28 2025,05580 000,228.3904,75,04/01/2024"
12270,"4SPX,C,02 28 2025,05625 470,207.4945,5,04/01/2024"
12271,"4SPX,C,02 28 2025,05626 990,206.8203,9,04/01/2024"
12272,"4SPX,C,02 28 2025,05640 000,201.0637,7,04/01/2024"
12273,"4SPX,C,02 28 2025,05647 240,197.8966,4,04/01/2024"
12274,"4SPX,C,02 28 2025,05689 320,180.1674,1,04/01/2024"
12275,"4SPX,C,02 28 2025,05707 030,172.9102,8,04/01/2024"
12276,"4SPX,C,02 28 2025,05727 940,164.7483,10,04/01/2024"
12277,"4SPX,C,02 28 2025,05766 040,150.8368,4,04/01/2024"
12278,"4SPX,C,02 28 2025,05804 900,137.1499,11,04/01/2024"
12279,"4SPX,C,02 28 2025,05862 800,118.7209,6,04/01/2024"
12280,"4SPX,C,02 28 2025,05912 800,104.5832,6,04/01/2024"
12281,"4SPX,C,03 03 2025,02926 530,2427.03,114,04/01/2024"
12282,"4SPX,P,03 03 2025,02926 530,14.5109,114,04/01/2024"
12283,"4SPX,C,03 03 2025,02928 380,2425.293,211,04/01/2024"
12284,"4SPX,P,03 03 2025,02928 380,14.5392,211,04/01/2024"
12285,"4SPX,C,03 03 2025,05137 000,493.5143,18,04/01/2024"
12286,"4SPX,C,03 03 2025,05137 080,493.4588,48,04/01/2024"
12287,"4SPX,C,03 03 2025,05291 250,391.4268,15,04/01/2024"
12288,"4SPX,C,03 03 2025,05367 290,344.5137,7,04/01/2024"
12289,"4SPX,C,03 03 2025,05375 900,339.4334,18,04/01/2024"
12290,"4SPX,C,03 03 2025,05393 930,328.8834,1,04/01/2024"
12291,"4SPX,C,03 03 2025,05522 360,259.3408,13,04/01/2024"
12292,"4SPX,C,03 03 2025,05713 780,172.3013,1,04/01/2024"
12293,"4SPX,C,03 03 2025,05766 370,152.7084,3,04/01/2024"
12294,"4SPX,C,03 03 2025,05804 900,139.0778,6,04/01/2024"
12295,"4SPX,C,03 04 2025,05130 950,498.5423,8,04/01/2024"
12296,"4SPX,C,03 04 2025,05131 000,498.5075,15,04/01/2024"
12297,"4SPX,C,03 04 2025,05376 600,339.8387,15,04/01/2024"
12298,"4SPX,C,03 04 2025,05527 940,257.2933,6,04/01/2024"
12299,"4SPX,C,03 04 2025,05695 340,180.548,2,04/01/2024"
12300,"4SPX,P,03 05 2025,04339 050,68.3296,13,04/01/2024"
12301,"4SPX,C,03 05 2025,05078 650,536.206,37,04/01/2024"
12302,"4SPX,C,03 05 2025,05078 700,536.1702,27,04/01/2024"
12303,"4SPX,C,03 05 2025,05104 760,517.7081,13,04/01/2024"
12304,"4SPX,C,03 05 2025,05106 070,516.7866,3,04/01/2024"
12305,"4SPX,C,03 05 2025,05235 090,429.0828,14,04/01/2024"
12306,"4SPX,C,03 05 2025,05310 200,381.0312,5,04/01/2024"
